id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,pickup_address,pickup_street,pickup_borough,dropoff_address,dropoff_street,dropoff_borough,maximum temperature,minimum temperature,average temperature,precipitation,snow fall,snow depth
id0922019,2,2016-02-28 13:13:24,2016-02-28 13:16:58,1,-73.96025085449219,40.77616882324219,-73.9725112915039,40.78104019165039,N,214,"910, Park Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10075, United States",Park Avenue,Manhattan,"American Museum of Natural History, 180, Central Park West, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10024, United States",Central Park West,Manhattan,60,38,49.0,0.00,0.0,0
id1969933,2,2016-02-28 06:22:24,2016-02-28 06:33:36,1,-73.78192901611328,40.6446418762207,-73.72857666015625,40.69218063354492,N,672,"John F. Kennedy International Airport, JFK Access Road, Queens, City of New York, New York, 11430, United States",JFK Access Road,Queens,"116-42, 233rd Street, Queens, City of New York, New York, 11411, United States",233rd Street,Queens,60,38,49.0,0.00,0.0,0
id3174331,1,2016-02-28 11:04:44,2016-02-28 11:08:24,2,-73.98040008544923,40.76343536376953,-73.97651672363281,40.75952911376953,N,220,"Conrad New York Midtown, 151, West 54th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",West 54th Street,Manhattan,"650 Fifth Avenue, 650, 5th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",5th Avenue,Manhattan,60,38,49.0,0.00,0.0,0
id1355420,1,2016-02-28 15:34:34,2016-02-28 16:19:09,1,-73.79434967041014,40.644866943359375,-73.94353485107422,40.7777214050293,N,2675,"Van Wyck Expressway, Queens County, City of New York, New York, 11430, United States",Van Wyck Expressway,Queens County,"530, East 90th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10128, United States",East 90th Street,Manhattan,60,38,49.0,0.00,0.0,0
id0797596,1,2016-03-24 15:26:04,2016-03-24 15:29:10,1,-73.96075439453125,40.770301818847656,-73.9539566040039,40.7789421081543,N,186,"iClean, 182, East 73rd Street, Lenox Hill, Manhattan, New York County, City of New York, New York, 10021, United States",East 73rd Street,Manhattan,"1530, 3rd Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10028, United States",3rd Avenue,Manhattan,55,44,49.5,0.00,0.0,0
id2735992,1,2016-03-24 22:33:49,2016-03-24 22:39:09,2,-73.98820495605469,40.73826599121094,-73.98521423339844,40.747520446777344,N,320,"42, East 20th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10003, United States",East 20th Street,Manhattan,"Bonchon Chicken, 525, 5th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10016, United States",5th Avenue,Manhattan,55,44,49.5,0.00,0.0,0
id3738703,1,2016-03-24 15:49:01,2016-03-24 16:27:54,1,-74.00930786132812,40.71550369262695,-74.0156707763672,40.7155876159668,N,2333,"Chambers Street, Hudson Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10014, United States",Hudson Street,Manhattan,"175, North End Avenue, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10282, United States",North End Avenue,Manhattan,55,44,49.5,0.00,0.0,0
id1146604,2,2016-03-24 16:13:33,2016-03-24 16:58:56,1,-73.87303924560547,40.77409362792969,-73.98020172119139,40.76457214355469,N,2723,"LaGuardia Airport, 14th Road, Queens, City of New York, New York, 11371, United States",14th Road,Queens,"Carnegie Plaza, 162, West 56th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",West 56th Street,Manhattan,55,44,49.5,0.00,0.0,0
id0788639,2,2016-03-24 08:18:24,2016-03-24 08:28:36,5,-73.95956420898438,40.78035736083984,-73.97284698486328,40.76445388793945,N,612,"11, East 85th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10028, United States",East 85th Street,Manhattan,"Harry Cipriani, 781, 5th Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10022, United States",5th Avenue,Manhattan,55,44,49.5,0.00,0.0,0
id1400828,1,2016-03-24 18:48:09,2016-03-24 18:53:31,1,-73.9775161743164,40.76465225219727,-73.9671173095703,40.756813049316406,N,322,"The Quin, 101, West 57th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",West 57th Street,Manhattan,"1005, 2nd Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10022, United States",2nd Avenue,Manhattan,55,44,49.5,0.00,0.0,0
id2163753,1,2016-03-24 07:17:09,2016-03-24 07:33:02,1,-74.00282287597656,40.75136184692383,-73.9869384765625,40.77497863769531,N,953,"Avalon West Chelsea, 282, 11th Avenue, Chelsea, Manhattan, New York County, City of New York, New York, 10001, United States",11th Avenue,Manhattan,"240, West 65th Street, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States",West 65th Street,Manhattan,55,44,49.5,0.00,0.0,0
id1073258,2,2016-03-24 13:52:58,2016-03-24 14:04:55,1,-73.95145416259766,40.77424621582031,-73.93628692626955,40.80399703979492,N,717,"1569, 1st Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10028, United States",1st Avenue,Manhattan,"Petland Discounts, 167, East 125th Street, East Harlem, Manhattan, New York County, City of New York, New York, 10035, United States",East 125th Street,Manhattan,55,44,49.5,0.00,0.0,0
id0603521,1,2016-03-24 17:51:32,2016-03-24 18:11:24,1,-74.0011978149414,40.731353759765625,-73.9778823852539,40.75434112548828,N,1192,"West 4th Street–Washington Square, 6th Avenue, University Village, West Village, Manhattan, New York County, City of New York, New York, 10019, United States",6th Avenue,Manhattan,"345, Madison Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10017, United States",Madison Avenue,Manhattan,55,44,49.5,0.00,0.0,0
id1348092,2,2016-03-03 07:53:30,2016-03-03 08:00:15,1,-73.99539184570312,40.73411178588867,-73.98568725585938,40.75257873535156,N,405,"7, West 11th Street, Washington Square Village, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10011, United States",West 11th Street,Manhattan,"1026, 6th Avenue, Midtown South, Manhattan, New York County, City of New York, New York, 10018, United States",6th Avenue,Manhattan,36,26,31.0,0.00,0.0,0
id2314420,1,2016-03-03 17:04:19,2016-03-03 17:05:58,1,-73.95906066894531,40.7635498046875,-73.95829010009766,40.7686882019043,N,99,"1206, 1st Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",1st Avenue,Manhattan,"300, East 72nd Street, Lenox Hill, Manhattan, New York County, City of New York, New York, 10021, United States",East 72nd Street,Manhattan,36,26,31.0,0.00,0.0,0
id3681571,2,2016-03-03 19:44:43,2016-03-03 19:54:24,3,-73.9656982421875,40.800289154052734,-73.94583129882812,40.83116912841797,N,581,"935, Amsterdam Avenue, Bloomingdale, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10025, United States",Amsterdam Avenue,Manhattan,"536, West 153rd Street, Manhattan Community Board 9, Manhattan, New York County, City of New York, New York, 10031, United States",West 153rd Street,Manhattan,36,26,31.0,0.00,0.0,0
id0546649,1,2016-03-03 18:09:12,2016-03-03 18:12:04,1,-73.96047973632812,40.79742813110352,-73.96513366699219,40.80118179321289,N,172,"New York Cancer Hospital, 455, Central Park West, Bloomingdale, Upper West Side, Manhattan, New York County, City of New York, New York, 10025, United States",Central Park West,Manhattan,"961, Amsterdam Avenue, Bloomingdale, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10025, United States",Amsterdam Avenue,Manhattan,36,26,31.0,0.00,0.0,0
id0441106,2,2016-03-03 20:13:48,2016-03-03 20:20:32,1,-73.97121429443358,40.76068878173828,-73.96779632568358,40.75619888305664,N,404,"425, Park Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10022, United States",Park Avenue,Manhattan,"253, East 52nd Street, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10022, United States",East 52nd Street,Manhattan,36,26,31.0,0.00,0.0,0
id2639128,2,2016-03-03 17:19:15,2016-03-03 17:23:48,4,-73.95063781738281,40.78089904785156,-73.94803619384766,40.775428771972656,N,273,"Ruppert Tower, East 90th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10128, United States",East 90th Street,Manhattan,"435, East 85th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10028, United States",East 85th Street,Manhattan,36,26,31.0,0.00,0.0,0
id2896005,2,2016-03-03 19:09:14,2016-03-03 19:16:22,5,-73.97238922119139,40.75497055053711,-73.95974731445312,40.76264953613281,N,428,"Cosmopolitan, 145, East 48th Street, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10017, United States",East 48th Street,Manhattan,"1st Avenue & East 64th Street, 1st Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10155, United States",1st Avenue,Manhattan,36,26,31.0,0.00,0.0,0
id3742607,1,2016-01-22 17:47:13,2016-01-22 17:51:56,1,-73.95869445800781,40.76382827758789,-73.96668243408203,40.76412582397461,N,283,"USPS, 1st Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",1st Avenue,Manhattan,"141, East 62nd Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",East 62nd Street,Manhattan,30,21,25.5,0.01,0.2,0
id1619047,1,2016-01-22 16:31:36,2016-01-22 16:45:20,1,-73.97657775878906,40.7755012512207,-73.96173858642578,40.76433181762695,N,824,"72nd Street, Central Park West, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10023, United States",Central Park West,Manhattan,"250, East 65th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",East 65th Street,Manhattan,30,21,25.5,0.01,0.2,0
id2402832,1,2016-01-22 09:43:46,2016-01-22 10:07:35,1,-73.9996109008789,40.72189331054688,-73.97987365722656,40.74327087402344,N,1429,"Haughwout Building, Broome Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10012, United States",Broome Street,Manhattan,"Banc, 431, 3rd Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10016, United States",3rd Avenue,Manhattan,30,21,25.5,0.01,0.2,0
id3166179,1,2016-01-22 09:17:15,2016-01-22 09:30:08,1,-73.99567413330078,40.7637939453125,-74.0057373046875,40.74190521240234,N,773,"550, West 47th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States",West 47th Street,Manhattan,"408, West 15th Street, Chelsea District, Manhattan, New York County, City of New York, New York, 10011, United States",West 15th Street,Manhattan,30,21,25.5,0.01,0.2,0
id3078679,1,2016-01-22 08:04:52,2016-01-22 08:17:58,1,-73.96307373046875,40.77514266967773,-73.93948364257811,40.805152893066406,N,786,"992, Madison Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10075, United States",Madison Avenue,Manhattan,"East 125th Street & Park Avenue, East 125th Street, East Harlem, Manhattan, New York County, City of New York, New York, 10037, United States",East 125th Street,Manhattan,30,21,25.5,0.01,0.2,0
id2418991,1,2016-01-22 13:45:44,2016-01-22 13:50:49,1,-73.96102142333984,40.771629333496094,-73.95964050292969,40.76725006103516,N,305,"145, East 74th Street, Lenox Hill, Manhattan, New York County, City of New York, New York, 10021, United States",East 74th Street,Manhattan,"Whiskey & Wine Off 69, 1321, 2nd Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10035, United States",2nd Avenue,Manhattan,30,21,25.5,0.01,0.2,0
id2431017,2,2016-01-21 08:28:19,2016-01-21 08:49:36,1,-74.00749969482422,40.71553039550781,-73.97882080078125,40.75590896606445,N,1277,"176, Church Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10013, United States",Church Street,Manhattan,"2, East 46th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10017, United States",East 46th Street,Manhattan,36,26,31.0,0.00,0.0,0
id1945442,2,2016-01-21 17:19:29,2016-01-21 17:23:04,2,-73.96275329589844,40.76673126220703,-73.96074676513672,40.77510833740234,N,215,"1153, 3rd Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",3rd Avenue,Manhattan,"885, Park Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10075, United States",Park Avenue,Manhattan,36,26,31.0,0.00,0.0,0
id0279403,1,2016-01-21 05:07:05,2016-01-21 06:17:10,1,-73.9923324584961,40.75910568237305,-73.8641357421875,40.769844055175774,N,4205,"401, West 43rd Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States",West 43rd Street,Manhattan,"Concourse E, Terminal C Departures, Queens, City of New York, New York, 11369, United States",Terminal C Departures,Queens,36,26,31.0,0.00,0.0,0
id2484490,1,2016-01-21 08:07:13,2016-01-21 08:18:21,1,-73.99977111816406,40.73948669433594,-73.98394012451173,40.76142120361328,Y,668,"208, West 15th Street, Chelsea District, Manhattan, New York County, City of New York, New York, 10011, United States",West 15th Street,Manhattan,"50th Street, West 50th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",West 50th Street,Manhattan,36,26,31.0,0.00,0.0,0
id2139092,2,2016-01-21 20:37:28,2016-01-21 20:47:02,5,-73.9965591430664,40.73177337646485,-74.01089477539062,40.716556549072266,N,574,"New York University, Greene Street, University Village, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10012, United States",Greene Street,Manhattan,"311, Greenwich Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10013, United States",Greenwich Street,Manhattan,36,26,31.0,0.00,0.0,0
id1508344,1,2016-06-07 09:22:55,2016-06-07 09:53:24,1,-73.97560119628906,40.76280975341797,-73.9912109375,40.75008773803711,N,1829,"17, West 56th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",West 56th Street,Manhattan,"Pennsylvania Station, Pennsylvania Plaza, Chelsea District, Manhattan, New York County, City of New York, New York, 10119, United States",Pennsylvania Plaza,Manhattan,85,64,74.5,T,0.0,0
id0863209,2,2016-06-07 07:34:57,2016-06-07 07:38:21,1,-73.97583770751955,40.757320404052734,-73.98355865478516,40.74412536621094,N,204,"ITT-American Building, 437, Madison Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10037, United States",Madison Avenue,Manhattan,"432, Park Avenue South, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10016, United States",Park Avenue South,Manhattan,85,64,74.5,T,0.0,0
id3967204,1,2016-03-14 13:42:55,2016-03-14 13:47:10,1,-73.99496459960938,40.76030349731445,-73.98484802246094,40.76784133911133,N,255,"484, West 43rd Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States",West 43rd Street,Manhattan,"Hudson Hotel, 358, West 58th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10019, United States",West 58th Street,Manhattan,51,40,45.5,0.29,0.0,0
id2126330,1,2016-03-14 17:02:35,2016-03-14 17:21:02,1,-73.97422790527344,40.74208068847656,-73.9525833129883,40.77246856689453,N,1107,"Tisch Hospital, 550, 1st Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10016, United States",1st Avenue,Manhattan,"1514, 1st Avenue, Yorkville, Manhattan, New York County, City of New York, New York, 10075, United States",1st Avenue,Manhattan,51,40,45.5,0.29,0.0,0
id0051512,2,2016-03-14 13:26:30,2016-03-14 13:28:39,1,-73.98755645751955,40.74996948242188,-73.98330688476562,40.75590896606445,N,129,"34th Street - Herald Square (B,D,F,M), West 35th Street, Herald Square, Manhattan, New York County, City of New York, New York, 10001, United States",West 35th Street,Manhattan,"6th Avenue & West 44th Street, 6th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",6th Avenue,Manhattan,51,40,45.5,0.29,0.0,0
id2590946,2,2016-03-14 08:13:17,2016-03-14 08:25:45,1,-73.96592712402342,40.79499816894531,-73.95623779296875,40.78168869018555,N,748,"805, Columbus Avenue, Bloomingdale, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10025, United States",Columbus Avenue,Manhattan,"1082, Park Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10128, United States",Park Avenue,Manhattan,51,40,45.5,0.29,0.0,0
id1881495,2,2016-03-14 10:37:05,2016-03-14 10:41:41,3,-74.00841522216798,40.735313415527344,-73.9991455078125,40.73482894897461,N,276,"United States Postal Service, Washington Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States",Washington Street,Manhattan,"109, West 10th Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10011, United States",West 10th Street,Manhattan,51,40,45.5,0.29,0.0,0
id0208809,2,2016-03-14 08:56:38,2016-03-14 09:09:30,1,-73.97844696044923,40.74503707885742,-73.962158203125,40.76457977294922,N,772,"201, East 33rd Street, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10016, United States",East 33rd Street,Manhattan,"250, East 65th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",East 65th Street,Manhattan,51,40,45.5,0.29,0.0,0
id2525756,2,2016-04-07 15:58:01,2016-04-07 16:15:55,1,-73.98680877685547,40.76139068603516,-73.96106719970702,40.80662155151367,N,1074,"Ho Ho Té Boba Tea, 805, 8th Avenue, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10019, United States",8th Avenue,Manhattan,"USPS, Amsterdam Avenue, Manhattan Community Board 9, Manhattan, New York County, City of New York, New York, 10115, United States",Amsterdam Avenue,Manhattan,58,48,53.0,0.09,0.0,0
id2444875,2,2016-04-07 08:42:54,2016-04-07 08:59:09,1,-73.944580078125,40.779441833496094,-73.97005462646483,40.75269317626953,N,975,"1755, York Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10128, United States",York Avenue,Manhattan,"Permanent Mission of the Kingdom of Bahrain to the United Nations, 866, 2nd Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10017, United States",2nd Avenue,Manhattan,58,48,53.0,0.09,0.0,0
id1520800,2,2016-04-07 19:18:33,2016-04-07 19:34:46,1,-73.99858856201173,40.760780334472656,-73.99160766601562,40.73181915283203,N,973,"Silver Towers, West 41st Street, Hell's Kitchen, Manhattan, New York County, City of New York, New York, 10036, United States",West 41st Street,Manhattan,"The Renwick, East 10th Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10009, United States",East 10th Street,Manhattan,58,48,53.0,0.09,0.0,0
id2227397,2,2016-04-07 11:45:05,2016-04-07 11:50:42,2,-73.97431182861328,40.77856063842773,-73.98213958740234,40.77679061889648,N,337,"Universalist Church of New York, 160, Central Park West, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10023, United States",Central Park West,Manhattan,"Broadway & West 70th Street, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States",Broadway,Manhattan,58,48,53.0,0.09,0.0,0
id0374750,1,2016-04-07 19:31:33,2016-04-07 19:42:18,1,-73.9919662475586,40.75029754638672,-73.99833679199219,40.73049545288085,N,645,"PENN 2, 2, Pennsylvania Plaza, Chelsea District, Manhattan, New York County, City of New York, New York, 10121, United States",Pennsylvania Plaza,Manhattan,"New York University, Greene Street, University Village, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10012, United States",Greene Street,Manhattan,58,48,53.0,0.09,0.0,0
id2783675,1,2016-04-07 14:49:51,2016-04-07 15:36:00,1,-73.86341094970702,40.7699089050293,-73.981689453125,40.75210952758789,N,2769,"Concourse E, Terminal C Departures, Queens, City of New York, New York, 11369, United States",Terminal C Departures,Queens,"Citi Bike - East 40th Street & 5th Avenue, East 40th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10016, United States",East 40th Street,Manhattan,58,48,53.0,0.09,0.0,0
id1401771,1,2016-04-07 21:23:03,2016-04-07 21:47:40,1,-73.872802734375,40.77417755126953,-74.0030288696289,40.72200012207031,N,1477,"LaGuardia Airport, 14th Road, Queens, City of New York, New York, 11371, United States",14th Road,Queens,"70, Grand Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10013, United States",Grand Street,Manhattan,58,48,53.0,0.09,0.0,0
id2740334,1,2016-04-07 14:12:04,2016-04-07 14:18:55,1,-73.97814178466798,40.76224136352539,-73.98218536376955,40.77238082885742,N,411,"Warwick Hotel, 65, West 54th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",West 54th Street,Manhattan,"Bed Bath & Beyond, 1932, Broadway, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10023, United States",Broadway,Manhattan,58,48,53.0,0.09,0.0,0
id2833454,1,2016-01-09 16:09:40,2016-01-09 16:12:17,1,-73.99815368652342,40.740570068359375,-74.0042266845703,40.747535705566406,N,157,"18th Street, 7th Avenue, Chelsea, Manhattan, New York County, City of New York, New York, 10001, United States",7th Avenue,Manhattan,"218, 10th Avenue, Chelsea District, Manhattan, New York County, City of New York, New York, 10011, United States",10th Avenue,Manhattan,47,40,43.5,T,0.0,0
id2638911,2,2016-01-09 10:06:10,2016-01-09 10:15:50,3,-73.96060943603516,40.81652069091797,-73.95169067382812,40.82707977294922,N,580,"552, Riverside Drive, Morningside Heights, Manhattan, New York County, City of New York, New York, 10027, United States",Riverside Drive,Manhattan,"West 145th Street & Riverside Drive, West 145th Street, Manhattan Community Board 9, Manhattan, New York County, City of New York, New York, 10031, United States",West 145th Street,Manhattan,47,40,43.5,T,0.0,0
id1273252,2,2016-01-09 02:56:38,2016-01-09 03:18:59,1,-73.9841537475586,40.72517013549805,-73.97827911376955,40.77886581420898,N,1341,"82, Avenue A, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10009, United States",Avenue A,Manhattan,"106, West 74th Street, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States",West 74th Street,Manhattan,47,40,43.5,T,0.0,0
id3490842,2,2016-01-09 05:38:48,2016-01-09 06:11:43,1,-73.77671813964845,40.64522171020508,-73.98594665527344,40.72658920288085,N,1975,"John F. Kennedy International Airport, JFK Access Road, Queens, City of New York, New York, 11430, United States",JFK Access Road,Queens,"104, 1st Avenue, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10009, United States",1st Avenue,Manhattan,47,40,43.5,T,0.0,0
id3781044,1,2016-01-09 19:43:28,2016-01-09 19:51:23,1,-73.97803497314453,40.75465774536133,-73.98331451416014,40.76019287109375,N,475,"350 Madison Avenue, 350, Madison Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10017, United States",Madison Avenue,Manhattan,"152, West 49th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",West 49th Street,Manhattan,47,40,43.5,T,0.0,0
id3894105,1,2016-01-09 19:21:30,2016-01-09 19:28:42,1,-73.96554565429686,40.77199172973633,-73.98040771484375,40.78357696533203,N,432,"19, East 72nd Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10021, United States",East 72nd Street,Manhattan,"79th Street, West 79th Street, Upper West Side, Manhattan, New York County, City of New York, New York, 10024, United States",West 79th Street,Manhattan,47,40,43.5,T,0.0,0
id0938295,1,2016-01-09 14:15:16,2016-01-09 14:36:27,2,-73.98857879638672,40.75886535644531,-73.96588134765625,40.75974655151367,N,1271,"The Row Hotel, 700, 8th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10036, United States",8th Avenue,Manhattan,"235, East 57th Street, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10022, United States",East 57th Street,Manhattan,47,40,43.5,T,0.0,0
id1454904,2,2016-01-09 14:34:17,2016-01-09 14:44:33,3,-73.9986343383789,40.750335693359375,-73.98797607421875,40.75010681152344,N,616,"332, 9th Avenue, Chelsea, Manhattan, New York County, City of New York, New York, 10001, United States",9th Avenue,Manhattan,"34th Street–Herald Square, 6th Avenue, Chelsea District, Manhattan, New York County, City of New York, New York, 10019, United States",6th Avenue,Manhattan,47,40,43.5,T,0.0,0
id3765225,2,2016-01-09 16:20:12,2016-01-09 16:31:23,3,-73.97881317138672,40.72428894042969,-73.99797058105469,40.735748291015625,N,671,"111, Avenue C, Alphabet City, East Village, Manhattan, New York County, City of New York, New York, 10009, United States",Avenue C,Manhattan,"470, 6th Avenue, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10011, United States",6th Avenue,Manhattan,47,40,43.5,T,0.0,0
id0304122,2,2016-01-09 12:10:40,2016-01-09 12:14:33,2,-73.98396301269531,40.74774169921875,-73.97798919677734,40.75461959838867,N,233,"10, East 34th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10016, United States",East 34th Street,Manhattan,"350, Madison Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10017, United States",Madison Avenue,Manhattan,47,40,43.5,T,0.0,0
id2582737,1,2016-01-09 18:10:16,2016-01-09 18:17:51,2,-73.99949645996094,40.72517013549805,-74.0086212158203,40.71939086914063,N,455,"109, Prince Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10012, United States",Prince Street,Manhattan,"110, Hudson Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10013, United States",Hudson Street,Manhattan,47,40,43.5,T,0.0,0
id0252002,2,2016-01-09 18:39:16,2016-01-09 18:46:38,1,-73.97316741943358,40.753730773925774,-73.98336029052734,40.769676208496094,N,442,"485 Lexington Avenue, Lexington Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10037, United States",Lexington Avenue,Manhattan,"33, West 60th Street, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10023, United States",West 60th Street,Manhattan,47,40,43.5,T,0.0,0
id2075225,2,2016-01-09 03:08:58,2016-01-09 03:10:27,1,-73.9778823852539,40.73780059814453,-73.97309875488281,40.74441528320313,N,89,"421, 1st Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10010, United States",1st Avenue,Manhattan,"East 35th Street, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10016, United States",East 35th Street,Manhattan,47,40,43.5,T,0.0,0
id3899144,2,2016-04-08 08:52:36,2016-04-08 09:09:39,1,-73.9655990600586,40.754661560058594,-73.9576873779297,40.78009033203125,N,1023,"929, 1st Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10022, United States",1st Avenue,Manhattan,"1036, Park Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10028, United States",Park Avenue,Manhattan,50,40,45.0,0.01,0.0,0
id0951124,1,2016-04-08 14:26:11,2016-04-08 14:39:52,1,-73.99331665039062,40.72936248779297,-74.00859069824219,40.70977783203125,N,821,"NYU Health Center, Lafayette Street, NoHo, Manhattan, New York County, City of New York, New York, 10003, United States",Lafayette Street,Manhattan,"29, John Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10038, United States",John Street,Manhattan,50,40,45.0,0.01,0.0,0
id0188019,1,2016-04-08 15:17:26,2016-04-08 15:31:42,1,-73.99378204345702,40.73865127563477,-73.9944839477539,40.750736236572266,N,856,"29, West 17th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10011, United States",West 17th Street,Manhattan,"Pennsylvania Station, Pennsylvania Plaza, Chelsea District, Manhattan, New York County, City of New York, New York, 10119, United States",Pennsylvania Plaza,Manhattan,50,40,45.0,0.01,0.0,0
